Customer,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
Cust  1896,31,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Debit Card,Express,No,No,3,Debit Card,Monthly
Cust  1897,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Cash,Standard,No,No,19,Venmo,Monthly
Cust  1898,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Venmo,Free Shipping,No,No,11,Debit Card,Fortnightly
Cust  1899,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,PayPal,Next Day Air,No,No,25,Venmo,Monthly
Cust  1900,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Venmo,Store Pickup,No,No,42,PayPal,Weekly
Cust  1901,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Debit Card,Free Shipping,No,No,34,Cash,Quarterly
Cust  1902,56,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Venmo,Store Pickup,No,No,50,Cash,Quarterly
Cust  1903,31,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5,No,Bank Transfer,Store Pickup,No,No,21,Venmo,Monthly
Cust  1904,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Bank Transfer,Standard,No,No,37,Bank Transfer,Weekly
Cust  1905,22,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,PayPal,Free Shipping,No,No,46,Cash,Monthly
Cust  1906,47,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,Debit Card,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
Cust  1907,23,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,Bank Transfer,2-Day Shipping,No,No,24,PayPal,Fortnightly
Cust  1908,69,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Cash,Store Pickup,No,No,36,Credit Card,Every 3 Months
Cust  1909,18,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Credit Card,Next Day Air,No,No,19,Debit Card,Bi-Weekly
Cust  1910,50,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,PayPal,Store Pickup,No,No,12,Credit Card,Monthly
Cust  1911,29,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Venmo,Express,No,No,13,Debit Card,Quarterly
Cust  1912,65,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Credit Card,Express,No,No,32,Debit Card,Bi-Weekly
Cust  1913,29,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,Cash,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
Cust  1914,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Venmo,Express,No,No,29,Cash,Annually
Cust  1915,28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Venmo,Standard,No,No,40,Credit Card,Fortnightly
Cust  1916,51,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,No,No,44,Cash,Weekly
Cust  1917,26,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,No,PayPal,Next Day Air,No,No,3,Debit Card,Bi-Weekly
Cust  1918,38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Venmo,Free Shipping,No,No,35,PayPal,Bi-Weekly
Cust  1919,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,PayPal,Standard,No,No,33,Debit Card,Monthly
Cust  1920,34,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,No,Credit Card,Express,No,No,20,PayPal,Bi-Weekly
Cust  1921,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Bank Transfer,Standard,No,No,40,Cash,Every 3 Months
Cust  1922,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Cash,Store Pickup,No,No,13,Venmo,Annually
Cust  1923,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,PayPal,Standard,No,No,9,PayPal,Monthly
Cust  1924,64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,PayPal,Standard,No,No,7,Cash,Annually
Cust  1925,30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Venmo,Free Shipping,No,No,42,PayPal,Quarterly
Cust  1926,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Venmo,Express,No,No,44,Credit Card,Fortnightly
Cust  1927,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3,No,Venmo,Express,No,No,6,PayPal,Annually
Cust  1928,40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Debit Card,Standard,No,No,8,Cash,Every 3 Months
Cust  1929,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,PayPal,Standard,No,No,10,PayPal,Weekly
Cust  1930,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Debit Card,Standard,No,No,46,Venmo,Quarterly
Cust  1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,26,Cash,Weekly
Cust  1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,PayPal,Store Pickup,No,No,6,Debit Card,Every 3 Months
Cust  1933,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,No,Cash,Free Shipping,No,No,47,Credit Card,Every 3 Months
Cust  1934,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Cash,Next Day Air,No,No,28,Venmo,Annually
Cust  1935,34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,23,Bank Transfer,Annually
Cust  1936,19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Debit Card,Free Shipping,No,No,45,Cash,Fortnightly
Cust  1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,PayPal,2-Day Shipping,No,No,44,PayPal,Every 3 Months
Cust  1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,Venmo,2-Day Shipping,No,No,11,Bank Transfer,Monthly
Cust  1939,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Bank Transfer,Standard,No,No,39,Debit Card,Bi-Weekly
Cust  1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Bank Transfer,Store Pickup,No,No,20,PayPal,Every 3 Months
Cust  1941,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,Venmo,2-Day Shipping,No,No,48,PayPal,Fortnightly
Cust  1942,55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,PayPal,Standard,No,No,46,Credit Card,Quarterly
Cust  1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Credit Card,Express,No,No,22,PayPal,Monthly
Cust  1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Debit Card,Next Day Air,No,No,45,Cash,Annually
Cust  1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,49,Cash,Every 3 Months
Cust  1946,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,Debit Card,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
Cust  1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Bank Transfer,Standard,No,No,41,Credit Card,Quarterly
Cust  1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Debit Card,Store Pickup,No,No,2,PayPal,Monthly
Cust  1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Debit Card,Next Day Air,No,No,39,PayPal,Bi-Weekly
Cust  1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Venmo,Store Pickup,No,No,12,PayPal,Quarterly
Cust  1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Cash,Free Shipping,No,No,26,PayPal,Every 3 Months
Cust  1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Bank Transfer,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
Cust  1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,PayPal,2-Day Shipping,No,No,50,Cash,Bi-Weekly
Cust  1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Cash,Standard,No,No,3,PayPal,Fortnightly
Cust  1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,3,Venmo,Quarterly
Cust  1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Credit Card,Express,No,No,37,Cash,Monthly
Cust  1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Cash,Express,No,No,20,Credit Card,Fortnightly
Cust  1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,26,Cash,Bi-Weekly
Cust  1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,No,No,47,Cash,Quarterly
Cust  1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Credit Card,Store Pickup,No,No,7,Credit Card,Every 3 Months
Cust  1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,Annually
Cust  1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Cash,Free Shipping,No,No,45,Debit Card,Quarterly
Cust  1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Debit Card,Standard,No,No,20,PayPal,Fortnightly
Cust  1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Bank Transfer,Standard,No,No,11,Credit Card,Weekly
Cust  1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,PayPal,Express,No,No,50,Debit Card,Monthly
Cust  1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Venmo,Express,No,No,25,Debit Card,Quarterly
Cust  1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Venmo,Express,No,No,5,Credit Card,Fortnightly
Cust  1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Venmo,Standard,No,No,4,Venmo,Annually
Cust  1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,No,No,25,Credit Card,Weekly
Cust  1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,PayPal,Next Day Air,No,No,11,Bank Transfer,Fortnightly
Cust  1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Debit Card,Next Day Air,No,No,4,Credit Card,Bi-Weekly
Cust  1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,PayPal,Next Day Air,No,No,1,Venmo,Monthly
Cust  1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Debit Card,Express,No,No,48,PayPal,Every 3 Months
Cust  1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Debit Card,Standard,No,No,9,Venmo,Every 3 Months
Cust  1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Fortnightly
Cust  1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Credit Card,Express,No,No,4,Cash,Quarterly
Cust  1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Debit Card,Next Day Air,No,No,43,PayPal,Fortnightly
Cust  1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Debit Card,Free Shipping,No,No,32,Bank Transfer,Annually
Cust  1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Cash,Store Pickup,No,No,1,Cash,Quarterly
Cust  1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Fortnightly
Cust  1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Venmo,Store Pickup,No,No,25,PayPal,Fortnightly
Cust  1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Cash,Express,No,No,42,PayPal,Quarterly
Cust  1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,PayPal,2-Day Shipping,No,No,32,PayPal,Monthly
Cust  1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Credit Card,Next Day Air,No,No,21,Debit Card,Quarterly
Cust  1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,26,PayPal,Fortnightly
Cust  1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,Cash,2-Day Shipping,No,No,6,Credit Card,Fortnightly
Cust  1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,Debit Card,2-Day Shipping,No,No,14,Venmo,Quarterly
Cust  1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Debit Card,Express,No,No,4,Cash,Quarterly
Cust  1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Credit Card,Free Shipping,No,No,26,Bank Transfer,Weekly
Cust  1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4,No,Cash,Express,No,No,39,PayPal,Bi-Weekly
Cust  1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,Debit Card,2-Day Shipping,No,No,15,PayPal,Annually
Cust  1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Venmo,Next Day Air,No,No,1,Venmo,Every 3 Months
Cust  1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,PayPal,2-Day Shipping,No,No,28,Venmo,Monthly
Cust  1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5,No,Cash,Express,No,No,17,Cash,Weekly
Cust  1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Bank Transfer,Next Day Air,No,No,24,Credit Card,Weekly
Cust  1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3,No,Credit Card,Standard,No,No,29,Debit Card,Quarterly
Cust  1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months
Cust  1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly
Cust  1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly
Cust  2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,26,Debit Card,Monthly
Cust  2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,Venmo,2-Day Shipping,No,No,25,Cash,Bi-Weekly
Cust  2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Debit Card,Free Shipping,No,No,2,Debit Card,Fortnightly
Cust  2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Cash,Express,No,No,19,PayPal,Every 3 Months
Cust  2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Venmo,Express,No,No,32,Cash,Quarterly
Cust  2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,Cash,2-Day Shipping,No,No,13,Cash,Bi-Weekly
Cust  2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,PayPal,Store Pickup,No,No,30,PayPal,Fortnightly
Cust  2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Debit Card,Express,No,No,2,Credit Card,Annually
Cust  2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,Cash,2-Day Shipping,No,No,8,PayPal,Quarterly
Cust  2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,No,No,27,PayPal,Every 3 Months
Cust  2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Venmo,Next Day Air,No,No,26,Venmo,Bi-Weekly
Cust  2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,Venmo,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
Cust  2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Debit Card,Express,No,No,4,Bank Transfer,Monthly
Cust  2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Bank Transfer,Store Pickup,No,No,5,Cash,Fortnightly
Cust  2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,PayPal,Standard,No,No,25,Debit Card,Quarterly
Cust  2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Venmo,Standard,No,No,47,PayPal,Bi-Weekly
Cust  2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,No,No,8,Credit Card,Fortnightly
Cust  2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Credit Card,Standard,No,No,20,Debit Card,Fortnightly
Cust  2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
Cust  2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,No,No,20,Bank Transfer,Weekly
Cust  2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,PayPal,Store Pickup,No,No,23,Cash,Fortnightly
Cust  2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly
Cust  2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Debit Card,Standard,No,No,48,Venmo,Quarterly
Cust  2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4,No,Bank Transfer,Store Pickup,No,No,16,Cash,Bi-Weekly
Cust  2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Bank Transfer,Store Pickup,No,No,28,Cash,Bi-Weekly
Cust  2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Bank Transfer,Express,No,No,39,PayPal,Weekly
Cust  2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3,No,Bank Transfer,Express,No,No,43,Debit Card,Fortnightly
Cust  2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Bank Transfer,Express,No,No,45,Bank Transfer,Every 3 Months
Cust  2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Venmo,Standard,No,No,50,Credit Card,Every 3 Months
Cust  2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,Cash,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
Cust  2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly
Cust  2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Venmo,Standard,No,No,38,Credit Card,Monthly
Cust  2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4,No,Credit Card,Standard,No,No,2,Credit Card,Monthly
Cust  2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,No,13,Cash,Annually
Cust  2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Cash,Express,No,No,33,Venmo,Annually
Cust  2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Credit Card,Store Pickup,No,No,27,PayPal,Monthly
Cust  2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Venmo,Express,No,No,43,Bank Transfer,Weekly
Cust  2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,PayPal,Next Day Air,No,No,46,Cash,Weekly
Cust  2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Cash,Express,No,No,7,Venmo,Bi-Weekly
Cust  2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Debit Card,Next Day Air,No,No,35,Credit Card,Fortnightly
Cust  2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Cash,Next Day Air,No,No,31,Debit Card,Bi-Weekly
Cust  2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Debit Card,Free Shipping,No,No,42,Venmo,Quarterly
Cust  2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Cash,Next Day Air,No,No,14,PayPal,Bi-Weekly
Cust  2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4,No,Credit Card,2-Day Shipping,No,No,35,Venmo,Monthly
Cust  2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,PayPal,Standard,No,No,49,PayPal,Weekly
Cust  2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3,No,Cash,Free Shipping,No,No,17,PayPal,Fortnightly
Cust  2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,PayPal,Express,No,No,26,PayPal,Quarterly
Cust  2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Bank Transfer,Free Shipping,No,No,30,Cash,Every 3 Months
Cust  2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Cash,Store Pickup,No,No,32,Cash,Annually
Cust  2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Credit Card,Express,No,No,35,Bank Transfer,Quarterly
Cust  2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Debit Card,Standard,No,No,15,Venmo,Annually
Cust  2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually
Cust  2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Cash,Free Shipping,No,No,14,Credit Card,Monthly
Cust  2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,PayPal,2-Day Shipping,No,No,30,Bank Transfer,Annually
Cust  2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly
Cust  2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,No,No,14,PayPal,Annually
Cust  2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly
Cust  2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly
Cust  2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Credit Card,Standard,No,No,5,PayPal,Every 3 Months
Cust  2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Debit Card,Store Pickup,No,No,17,Bank Transfer,Quarterly
Cust  2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Cash,Express,No,No,50,PayPal,Weekly
Cust  2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Debit Card,Next Day Air,No,No,23,Bank Transfer,Quarterly
Cust  2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,PayPal,Store Pickup,No,No,22,Debit Card,Annually
Cust  2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,PayPal,Standard,No,No,15,Cash,Quarterly
Cust  2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Venmo,Standard,No,No,32,Cash,Monthly
Cust  2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4,No,Bank Transfer,2-Day Shipping,No,No,5,Bank Transfer,Monthly
Cust  2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,PayPal,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
Cust  2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Credit Card,Store Pickup,No,No,44,Debit Card,Fortnightly
Cust  2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,No,No,23,Cash,Fortnightly
Cust  2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Credit Card,Store Pickup,No,No,44,Venmo,Monthly
Cust  2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Cash,Free Shipping,No,No,3,Debit Card,Quarterly
Cust  2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Cash,Express,No,No,14,Cash,Monthly
Cust  2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Debit Card,Store Pickup,No,No,37,PayPal,Quarterly
Cust  2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Weekly
Cust  2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Debit Card,Next Day Air,No,No,2,PayPal,Every 3 Months
Cust  2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Credit Card,Free Shipping,No,No,44,Debit Card,Fortnightly
Cust  2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Bank Transfer,Express,No,No,49,Debit Card,Monthly
Cust  2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Cash,Free Shipping,No,No,22,Debit Card,Bi-Weekly
Cust  2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Bank Transfer,Free Shipping,No,No,26,Bank Transfer,Annually
Cust  2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Venmo,Next Day Air,No,No,40,Debit Card,Weekly
Cust  2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Debit Card,Next Day Air,No,No,16,PayPal,Quarterly
